dns_qdomainname,day,num_clients,rank,registration_period,client_sum_group,prob_obs_num_clients
prepsportswear.com,2022-10-06,40,38198.0,7224.0,115-115,0.00026652452025599516
concussionvitalsigns.com,2022-10-27,38,,4018.0,86-86,0.00026702269692902014
mastercard.us,2022-11-02,31,46216.0,7669.0,116-116,0.0002671082856990914
inputmag.com,2022-10-13,304,,6574.0,770-790,0.00026745119015869623
4shared.com,2022-11-16,41,451.0,6939.0,94-94,0.00026910656620049433
manualsonline.com,2022-11-10,51,13607.0,8766.0,107-107,0.00026968716289121897
apple.com,2022-10-25,556859,44.0,13150.0,280762-15442591,0.00026980843601076554
tnltd.net,2022-10-19,77,,6574.0,440-449,0.0002703067982161578
moe.edu.sg,2023-01-11,209,44012.0,8766.0,599-614,0.00027030679821660186
scotthyoung.com,2022-11-02,266,68434.0,6574.0,407-415,0.00027148092846518423
gearboxsoftware.com,2022-10-25,24,23696.0,8766.0,27-27,0.0002718868950518649
globalsign.net,2022-10-18,1298,,9129.0,15790-18245,0.0002733734281116229
fitbit.com,2022-10-19,1957,1016.0,8036.0,25776-32652,0.00027342325920498567
parents.com,2022-10-04,278,4209.0,9495.0,730-748,0.00027359781121683024
msftauth.net,2022-11-15,5107,,1826.0,81864-136004,0.0002740727206609339
themarginalian.org,2022-11-02,267,,730.0,556-568,0.0002742731760829731
rampup.store,2022-10-03,123,,365.0,532-543,0.000274499039253584
cengage.com,2022-10-03,3830,4096.0,5844.0,56005-81863,0.00027457440963130075
googleadservices.com,2022-10-03,11233,740.0,7305.0,136005-280761,0.0002746749680136995
17173.com,2022-12-01,28,1558.0,8401.0,35-35,0.0002755833180231315
nordace.com,2022-11-01,49,,1826.0,185-186,0.0002757099531290885
p-cdn.us,2022-11-02,4735,,2190.0,41346-56004,0.0002758620689179425
vzwdm.com,2022-10-04,181,,6209.0,583-598,0.0002765104382683736
zeotap.com,2022-10-03,2084,,3653.0,32653-41345,0.00027680383834838285
zooniverse.org,2022-11-10,40,262793.0,5478.0,49-49,0.00027685492801798883
googlefiber.net,2022-12-05,32,392047.0,5113.0,51-51,0.0002770466823658335
concord.org,2022-10-04,84,248417.0,9863.0,95-95,0.0002773925104020414
genial.ly,2022-10-19,166,340111.0,4018.0,520-531,0.0002775464890361068
carambo.la,2022-10-05,1923,126743.0,6575.0,18246-21349,0.000277700638719347
bytefcdn-oversea.com,2022-11-02,1831,,365.0,21350-25775,0.00027775206000690833
iamexpat.nl,2022-10-25,46,128157.0,,57-57,0.0002785515320335996
bookriot.com,2022-10-17,273,32967.0,4749.0,481-490,0.00027862914460741184
staticblitz.com,2022-10-15,184,,1826.0,458-466,0.00027878449958174123
ggo.bid,2022-10-06,34,,3652.0,125-125,0.0002790957298355323
eyhadgone.one,2022-10-13,30,,365.0,32-32,0.0002791736460076022
vinted.net,2022-11-15,26,60762.0,4017.0,56-56,0.0002793296089386166
yandex.ru,2022-10-04,786,20.0,8773.0,12291-13811,0.0002793556196920566
ebsco-content.com,2022-10-19,872,,5114.0,10927-12290,0.0002793556196946101
sidoo.org,2022-10-02,93,,365.0,93-93,0.0002800336040321705
kotaku.com,2022-11-02,276,962.0,7671.0,749-769,0.00028054425585566367
fasttestweb.com,2022-10-27,266,,5113.0,694-714,0.0002808199943846734
ams.com,2022-11-12,50,172842.0,10228.0,53-53,0.00028188865398171004
qccerttest.com,2022-10-05,1456,,2191.0,9669-10926,0.00028192839018525984
blogspot.de,2022-10-26,38,1032.0,,131-131,0.00028192839018881255
bytegecko-i18n.com,2022-10-04,978,,365.0,8503-9668,0.00028253908457154253
erne.co,2022-10-24,923,,3286.0,13812-15789,0.0002835002835047673
nextcity.org,2022-12-15,38,122535.0,4017.0,132-133,0.00028352707683554357
business.org,2022-10-03,212,,10591.0,569-582,0.0002842120221691058
ipsharkk.com,2022-10-28,210,,5114.0,615-630,0.0002843332385552566
patientfusion.com,2022-10-17,21,53937.0,7591.0,61-61,0.00028538812785383616
adwidecenter.com,2022-10-03,20,176124.0,3287.0,31-31,0.0002855511136492517
mc-lci1.com,2022-10-03,598,,2192.0,5169-5629,0.0002857687178519086
rippling.com,2023-01-10,606,,10227.0,6781-7587,0.000286259541988243
addroid.com,2022-10-05,56,,6939.0,225-227,0.0002864098524990588
fanreachdata.io,2022-10-02,46,,365.0,207-208,0.00028640985249928086
trade.tt,2022-10-25,115,,,388-394,0.0002868205937192059
wntheworldw.xyz,2022-11-15,32,,365.0,37-37,0.00028683430538312127
logicnow.us,2022-10-26,58,,2556.0,101-101,0.0002870264064289696
multibuzz.app,2022-10-24,50,,1095.0,52-52,0.00028814291888801247
movietop.cc,2022-10-24,36,,1461.0,58-58,0.00028843380444154576
rhiospsea.one,2022-10-25,25,,365.0,29-29,0.0002889616644191628
hotelurbano.net,2022-10-05,25,,4018.0,29-29,0.0002889616644191628
itch.io,2023-01-17,112,16503.0,4383.0,474-480,0.00029023363807856306
garr.it,2022-11-10,84,310384.0,9862.0,189-191,0.0002907822041284813
jitui.me,2022-11-05,52,,365.0,62-62,0.00029112081513815724
mediacdn.vn,2022-10-20,33,,,63-63,0.000291672743182092
jampp.com,2022-10-04,586,132143.0,4383.0,7588-8502,0.00029245466952954047
affinity.net,2022-11-14,177,,8765.0,491-499,0.0002927829014784944
districtm.io,2022-10-19,382,,1826.0,4374-4720,0.00029394473839006174
ourgoldpiece.xyz,2022-11-03,31,,365.0,34-34,0.00029481132075492855
queue-it.net,2022-11-01,569,31513.0,5113.0,6165-6780,0.00029617928719749553
montana.edu,2022-10-04,67,26883.0,11994.0,124-124,0.00029700029700030495
smartology.co,2022-10-03,40,,3286.0,209-210,0.00029704440813915767
dronedeploy.com,2022-12-13,38,356283.0,3652.0,40-40,0.0002978850163833924
abcfinancial.com,2022-10-21,533,284160.0,10594.0,3318-3537,0.0002979441851237441
utah.gov,2023-01-04,78,10447.0,,423-431,0.00029824038174763867
ucc.ie,2022-10-17,42,50112.0,10227.0,112-113,0.00029837386244957464
replit.com,2022-10-15,752,,6210.0,4056-4373,0.0002991026919237916
jefit.com,2022-10-19,88,114069.0,5479.0,400-406,0.00029940119760529793
placelocal.com,2022-10-19,158,289301.0,5478.0,645-660,0.00029944602485443284
politico.com,2022-11-02,307,1142.0,9130.0,3538-3778,0.0002995506739902343
mt4servers.com,2022-11-22,143,,6210.0,157-157,0.00029976019184663194
madewell.com,2022-11-15,36,8385.0,9495.0,137-137,0.0002998500749626931
lww.com,2022-10-18,946,9523.0,9210.0,5630-6164,0.0003001500750406949
ada.org,2022-10-11,56,54077.0,11689.0,238-241,0.00030061626333988123
motherjones.com,2022-10-26,219,3224.0,10226.0,432-439,0.0003006614552011344
alexa.com,2022-10-05,320,1962.0,10225.0,3125-3317,0.0003010234798312972
infobase.com,2022-10-11,192,238901.0,9497.0,511-519,0.00030111412225208856
collegeboard.org,2022-10-15,432,2344.0,10591.0,3779-4055,0.0003012350637592309
rollingstone.com,2022-10-04,570,1028.0,10591.0,4721-5168,0.0003015075376899823
qianxun.com,2022-11-01,83,,8035.0,344-349,0.0003026176426081939
vulture.com,2022-10-03,303,2538.0,7670.0,2950-3124,0.0003027245206884688
life360.cloud,2023-01-18,97,,1826.0,296-299,0.0003030762236700957
publicradio.org,2022-10-31,93,70597.0,9130.0,280-283,0.00030321406913313975
bunnyinfra.net,2022-10-21,108,,1095.0,108-108,0.0003036744609777875
rytmp3.fun,2022-11-11,97,,,97-97,0.0003036744609777875
artofmanliness.com,2022-10-28,95,6151.0,5844.0,308-312,0.00030390518158329716
outsideonline.com,2022-10-11,293,10266.0,9131.0,1771-1850,0.00030515715593582016
fordham.edu,2022-11-14,47,18800.0,11014.0,213-214,0.0003054367745878306
bitverzo.com,2022-10-19,28,,2191.0,28-28,0.00030703101013185297
azrhymes.com,2022-11-10,28,,1096.0,28-28,0.00030703101013185297
tmill.net,2022-10-07,28,,1461.0,28-28,0.00030703101013185297
oneangrygamer.net,2022-10-26,28,,3653.0,28-28,0.00030703101013185297
smithsonianmag.com,2022-10-11,297,5064.0,9495.0,2681-2801,0.0003073455588552543
cdn5th.com,2022-10-17,24,,1096.0,199-199,0.00030921459492905257
blurb.com,2022-10-21,120,14934.0,12418.0,292-295,0.0003093580819796271
80000hours.org,2022-11-08,60,212954.0,4383.0,333-338,0.0003095496053241442
nationalgeographic.com,2022-11-01,319,1088.0,10226.0,2377-2477,0.0003099493749338933
insidernj.com,2022-11-02,56,,2922.0,111-111,0.000310269934843288
mappingpoliceviolence.us,2022-10-12,31,,,59-59,0.00031041440322865377
ughtcallmeoo.xyz,2022-11-01,31,,365.0,59-59,0.00031041440322865377
tailorbrands.com,2022-10-03,96,66126.0,3653.0,382-387,0.0003113325031139924
undark.org,2022-11-01,288,,2922.0,544-555,0.0003114779629342923
news.cn,2023-01-06,53,3749.0,7305.0,221-222,0.0003116235587413696
cf-ipfs.com,2022-11-12,54,,2922.0,121-121,0.0003117206982545806
kissmetrics.com,2022-10-05,307,5962.0,8036.0,2576-2680,0.0003117206982551357
noemamag.com,2022-11-04,305,,1826.0,2290-2376,0.0003118503118489935
club-os.com,2022-10-21,286,292678.0,4748.0,2197-2289,0.0003119800332732625
qucireideauxdw.xyz,2022-11-03,36,,365.0,39-39,0.0003122398001665916
myiclubonline.com,2022-10-19,70,46598.0,5113.0,369-375,0.00031451486082745284
prreqcroab.icu,2022-11-10,403,,365.0,2011-2101,0.00031466331025831185
twdcstories.com,2022-10-19,107,,365.0,467-473,0.0003148118998894667
ponosgames.com,2022-10-04,32,,2557.0,152-152,0.0003151591553732791
subway.com,2022-10-04,150,8672.0,10228.0,1936-2010,0.00031867431485066433
oswerebage.xyz,2022-11-15,28,,365.0,33-33,0.00031874203144943714
usacrime.com,2022-11-01,28,,5114.0,33-33,0.00031874203144943714
polyhaven.com,2022-10-25,78,,1095.0,138-138,0.0003202049311555877
swarovski.com,2022-11-10,72,11075.0,10226.0,323-327,0.00032025620496389795
flip.com,2022-11-14,36,,10226.0,202-203,0.0003214400514301996
vscode-unpkg.net,2022-12-13,36,,730.0,202-203,0.0003214400514301996
hasnoconve.one,2022-10-11,19,,365.0,23-23,0.0003216726980297402
awayfterth.one,2022-10-13,19,,365.0,23-23,0.0003216726980297402
ac-lyon.fr,2022-10-27,19,32793.0,10227.0,23-23,0.0003216726980297402
splunkdns.net,2023-01-22,56,,730.0,231-232,0.000321698568441553
mashable.com,2022-11-14,280,343.0,7670.0,1522-1579,0.0003217848332077722
credoreference.com,2022-10-06,248,159378.0,5844.0,1701-1770,0.0003229974160200433
ad1x.com,2022-10-19,59,,365.0,265-268,0.0003246753246756162
mailshell.net,2022-11-02,50,,8766.0,200-200,0.0003253796095440409
netflixparty.com,2022-10-04,66,,2922.0,450-457,0.0003254678600485006
gmarket.co.kr,2022-10-13,128,490.0,7305.0,350-356,0.0003262642740617938
bouncer.cloud,2022-10-05,128,,1826.0,350-356,0.0003262642740617938
cdnhst.xyz,2022-11-08,21,,365.0,41-41,0.00032637075718000563
gpcloudservice.com,2022-10-26,68,,5480.0,228-230,0.0003281378178835448
dazeddigital.com,2022-10-20,50,13035.0,6209.0,245-248,0.0003289473684207067
supremenewyork.com,2022-10-06,72,17085.0,10620.0,363-368,0.00033025099075290054
napavalley.edu,2022-11-03,34,207837.0,7507.0,38-38,0.00033215234720984643
vpn358.com,2022-11-28,51,,3287.0,146-146,0.00033233632436047156
theoceancleanup.com,2022-10-05,20,316742.0,3652.0,25-25,0.0003347840642784483
stantec.com,2022-12-13,57,170135.0,9496.0,233-235,0.00033568311513898497
plexusworldwide.com,2022-10-04,32,28233.0,6209.0,65-65,0.00033687047330255293
natgeofe.com,2022-11-01,286,,365.0,1851-1935,0.0003386769022362124
theringer.com,2022-11-15,265,,8035.0,1642-1700,0.00033879164314054577
signage.me,2022-10-19,226,,5113.0,1358-1407,0.00033879164314087884
chilipiper.com,2022-11-15,165,,3287.0,1309-1357,0.00033902135834618097
chilipiper.com,2022-11-01,165,,3287.0,1309-1357,0.00033902135834618097
willistowerswatson.com,2022-11-28,57,,2922.0,176-178,0.0003392130257798831
ehiaws.com,2022-10-03,31,,4383.0,205-206,0.0003408316291756419
zephr.com,2022-10-11,275,,8401.0,1472-1521,0.0003414911781453034
longreads.com,2022-10-28,144,72938.0,5478.0,1258-1308,0.00034153005464465647
kyobi.mobi,2022-10-18,43,,2922.0,272-275,0.00034170510849163005
fiserv.com,2022-10-26,44,16328.0,10956.0,126-126,0.0003434065934067032
savvasrealize.com,2022-10-15,72,,1461.0,158-159,0.0003437016669525228
tindersparks.com,2022-10-03,202,,3652.0,1580-1641,0.0003448275862057981
whisursand.com,2022-10-03,67,,2010.0,300-303,0.0003459609064174751
fadavis.com,2022-10-24,38,169468.0,10591.0,211-212,0.00034602076124568004
qualys.com,2023-01-10,69,30002.0,9132.0,313-317,0.00034734282737147737
zleague.gg,2022-11-08,104,,,130-130,0.00034782608695627104
crocs.com,2022-10-04,166,9377.0,9860.0,1159-1203,0.00034810860988532255
refinery29.com,2022-10-05,287,1206.0,8766.0,1408-1471,0.00034843205574908165
celera.com,2022-10-19,64,,9130.0,170-172,0.0003484927687746886
policygenius.com,2022-10-25,30,131088.0,4018.0,110-110,0.00034965034965028785
tnsam.com,2022-10-26,22,,2557.0,22-22,0.00035053280987129565
tgandmotiv.xyz,2022-10-06,22,,365.0,22-22,0.00035053280987129565
penguin.com.sg,2022-11-02,22,,8401.0,22-22,0.00035053280987129565
dechile.net,2022-11-15,22,40388.0,6940.0,22-22,0.00035053280987129565
yoloho.com,2022-10-03,22,,4748.0,22-22,0.00035053280987129565
hoosierlottery.com,2022-11-08,45,105546.0,9497.0,339-343,0.00035081564637773344
bstock.com,2022-10-04,46,,9495.0,75-75,0.0003522367030646123
z2data.com,2022-12-08,87,,3288.0,223-224,0.0003529204164464117
padlet.org,2022-10-04,84,473447.0,3652.0,288-291,0.00035304501323940585
harpersbazaar.com,2022-10-27,219,2773.0,10226.0,1020-1053,0.0003544842254521452
rainfocus.com,2022-10-11,104,171872.0,4017.0,376-381,0.0003545470661228123
roomster.com,2022-11-10,32,81784.0,7305.0,77-77,0.0003545470661229233
wizard101.com,2022-11-03,43,40174.0,6209.0,255-258,0.0003553028957182791
plumbersstock.com,2022-10-03,30,238478.0,8401.0,66-66,0.00035656979853793125
surfside.io,2022-10-21,163,,3287.0,1121-1158,0.00035773908895786466
foxsports.com.au,2022-10-03,32,7423.0,,118-118,0.0003588731383449284
apple.com,2022-11-02,555707,44.0,13150.0,280762-15442591,0.00035974458134757636
propublica.org,2022-11-14,280,30558.0,6210.0,1085-1120,0.00036036036036124486
bostonglobe.com,2022-10-04,154,2753.0,9861.0,813-833,0.00036170725825779293
cuny.edu,2022-10-06,126,2943.0,12519.0,933-959,0.00036196911196839654
aspiration.com,2022-10-11,23,113815.0,12054.0,27-27,0.0003625158600690792
engagedtechnologies.com,2022-10-03,38,,3652.0,71-71,0.0003628447024676129
expmag.com,2022-10-19,257,,6940.0,1204-1257,0.0003628885932015491
hgrtb.com,2022-10-19,36,,730.0,160-160,0.00036337209302295115
emogi.com,2022-10-19,59,,2922.0,242-244,0.00036350418029817977
myfitnesspal.com,2022-10-21,1163,824.0,8035.0,15790-18245,0.00036449790414583294
fitbit.com,2022-10-03,1925,1016.0,8036.0,25776-32652,0.0003645643456067216
welt.de,2022-10-21,38,889.0,,67-67,0.00036503011498456583
britepool.com,2022-10-19,85,,2556.0,357-362,0.00036536353671878796
ocelotbot.com,2022-10-03,5101,,1096.0,81864-136004,0.0003654302942037724
tntdrama.com,2022-10-18,82,23528.0,11322.0,252-254,0.0003660322108348657
samsungapps.com,2022-10-04,3643,59589.0,5113.0,56005-81863,0.0003660992128530216
app-measurement.com,2022-10-03,11179,,2922.0,136005-280761,0.0003662332906652077
aldoshoes.com,2022-10-04,64,9287.0,10228.0,276-279,0.0003664345914259348
babbel.com,2022-10-04,193,3011.0,8400.0,1054-1084,0.00036724201248494737
p-cdn.us,2022-10-05,4231,,2190.0,41346-56004,0.0003678160919065032
tray0bury.com,2022-11-14,102,,365.0,150-151,0.00036818851251851914
firebasedatabase.app,2022-11-03,2074,,1461.0,32653-41345,0.00036907178446388134
omanair.com,2022-11-07,34,25195.0,8766.0,76-76,0.000370164723301869
procon.org,2022-11-14,56,25592.0,8036.0,328-332,0.00037023324694596127
vsassets.io,2022-10-15,1725,,2922.0,18246-21349,0.0003702675182898352
cnn.io,2022-11-09,1735,,8551.0,21350-25775,0.00037033608000502927
lxdns.com,2022-12-01,44,215357.0,6209.0,139-140,0.0003708511032818329
adelphi.edu,2022-10-18,38,66756.0,11426.0,73-73,0.00037140204271091104
everychina.com,2022-11-09,29,8694.0,5479.0,32-32,0.0003722315280102473
justpaint.org,2022-11-01,39,,5479.0,72-72,0.00037237013591517876
rutgers.edu,2022-11-07,755,3570.0,13976.0,12291-13811,0.0003724741595934056
sensic.net,2022-10-03,761,931073.0,6209.0,10927-12290,0.0003724741595959591
anwhocam.xyz,2022-11-01,27,,365.0,43-43,0.00037257824143066554
intelligize.com,2022-10-27,48,577411.0,6575.0,249-251,0.00037278657968264906
publicbooks.org,2022-10-21,62,497871.0,4018.0,196-197,0.0003728560775543288
brennancenter.org,2022-11-02,62,190551.0,9496.0,196-197,0.0003728560775543288
hungama.com,2022-10-11,34,20625.0,9263.0,143-144,0.00037362226788695274
hungama.com,2022-10-28,34,20625.0,9263.0,143-144,0.00037362226788695274
vectorworks.net,2022-11-03,30,107990.0,9131.0,116-116,0.00037395159997866134
substack-custom-domains.com,2022-11-07,30,,365.0,116-116,0.00037395159997866134
toppsapps.com,2022-11-01,83,422791.0,4017.0,395-399,0.00037488284910913716
qbox.me,2022-10-06,26,92434.0,5479.0,198-198,0.0003750937734433579
qccerttest.com,2022-10-12,1363,,2191.0,9669-10926,0.00037590452024827137
celtra.io,2022-10-03,121,,1095.0,631-644,0.0003761283851559938
fujitsu.com,2023-01-19,103,6435.0,10593.0,175-175,0.0003763643206632361
wsmcoff.com,2023-01-20,17,,365.0,17-17,0.0003764115432871584
wikioo.org,2022-11-15,17,,2557.0,17-17,0.0003764115432871584
mupress.org,2022-11-15,17,,9861.0,17-17,0.0003764115432871584
concordlibrary.org,2022-11-15,17,,8036.0,17-17,0.0003764115432871584
marineservicemanuals.com,2022-11-10,17,,3652.0,17-17,0.0003764115432871584
hotelsbransonusa.com,2022-10-31,17,,1826.0,17-17,0.0003764115432871584
surveymonkey.com,2022-10-03,976,464.0,9132.0,8503-9668,0.0003767187794293525
vertamedia.com,2022-10-26,114,108783.0,5113.0,986-1019,0.000377216144850423
erne.co,2022-10-17,891,,3286.0,13812-15789,0.0003780003780048391
alpharithms.com,2022-10-05,30,,730.0,60-60,0.00037960268252590357
lnv.gy,2022-10-17,27,,4748.0,44-44,0.00037974683544272914
boothpics.com,2022-12-07,41,,5114.0,70-70,0.00038030043734560426
jagex.com,2022-10-05,582,240165.0,8766.0,5169-5629,0.00038102495713554507
awledconside.xyz,2022-11-08,32,,365.0,36-36,0.00038109756097537417
toorebutheh.xyz,2022-11-14,32,,365.0,36-36,0.00038109756097537417
softwarecost.org,2022-10-06,32,,5844.0,36-36,0.00038109756097537417
avira-vpn.com,2022-10-05,510,,2922.0,6781-7587,0.0003816793893164361
skepticalinquirer.org,2022-11-08,34,,8400.0,201-201,0.00038182512409346003
yourtravelmates.com,2022-11-02,31,,4748.0,37-37,0.00038244574051071734
pcgamer.com,2022-10-11,250,1736.0,10228.0,851-876,0.00038284839203706067
tapque.com,2022-10-04,38,,1096.0,117-117,0.0003836562440051594
logos.com,2022-10-12,76,15450.0,11343.0,163-164,0.00038372985418255734
mentalfloss.com,2022-10-28,142,1703.0,10593.0,500-510,0.0003844675124953234
19thnews.org,2022-10-19,257,,1461.0,715-729,0.0003855050115655345
go2affise.com,2022-10-03,186,,2556.0,960-985,0.00038565368299281477
tedium.co,2022-11-29,38,,3286.0,79-79,0.00038639876352386526
joybird.com,2023-01-09,23,52389.0,8035.0,199-199,0.0003865182436613157
pkf.com,2022-11-02,129,322313.0,10226.0,129-129,0.0003866976024747837
telecomitalia.it,2022-10-04,59,3053.0,9862.0,284-287,0.00038744672607538
padlet.com,2022-11-03,132,3837.0,6939.0,661-678,0.0003883495145626803
trainerize.com,2022-10-19,151,127189.0,4383.0,877-904,0.00038845008416354965
atlantamagazine.com,2022-12-14,74,105679.0,9496.0,216-218,0.000389004149377814
ballotpedia.org,2022-10-03,154,13405.0,5844.0,834-850,0.00038920601971925706
ratemyprofessors.com,2022-10-17,561,2618.0,8035.0,7588-8502,0.0003899395593716104
bobitstudios.com,2022-10-28,71,667605.0,6283.0,167-167,0.0003903200624510994
zenhabits.net,2022-11-04,63,16982.0,5844.0,416-422,0.0003903962521956128
crispadvertising.com,2022-10-03,325,,6209.0,4374-4720,0.0003919263178531196
next.tech,2022-10-05,136,,1826.0,905-932,0.00039272156041392225
codecademy.com,2022-11-14,128,1673.0,4383.0,679-693,0.0003927729772198463
gmc.com,2022-10-24,250,21696.0,9863.0,791-812,0.00039297877914656887
my.vote,2022-10-03,48,,1461.0,149-149,0.00039308176100627534
zenginehq.com,2022-11-10,30,374388.0,2922.0,34-34,0.0003930817610064974
longwood.edu,2023-01-03,25,86925.0,7764.0,54-54,0.0003943217665617338
lendgo.com,2022-10-31,550,,6574.0,6165-6780,0.0003949057162625502
chronme.com,2022-10-31,26,140061.0,5478.0,26-26,0.000395694840139571
concretesoftware.com,2022-10-03,26,,7305.0,26-26,0.000395694840139571
slate.to,2022-11-07,26,,,26-26,0.000395694840139571
s0b.me,2023-01-20,26,,,26-26,0.000395694840139571
casewarecloud.com,2022-11-02,26,,3653.0,26-26,0.000395694840139571
englisch-hilfen.de,2022-11-10,30,18171.0,,40-40,0.0003971800218446342
